frecuencia_hz,al_aire_g1_nv_raiz_hz,guitarra_300pf_g1_nv_raiz_hz,guitarra_600pf_g1_nv_raiz_hz,al_aire_g11_nv_raiz_hz,guitarra_300pf_g11_nv_raiz_hz,guitarra_600pf_g11_nv_raiz_hz
5.01187234,640.310986,624.929415,624.929428,5128.21423,4893.2367,4893.23691
5.2480746,628.051681,612.158144,612.158159,5035.53387,4792.86381,4792.86403
5.49540874,615.937815,599.529663,599.529677,4944.02325,4693.63455,4693.63478
5.75439937,603.981237,587.055587,587.055602,4853.77585,4595.63972,4595.63996
6.02559586,592.192205,574.745919,574.745935,4764.87267,4498.9573,4498.95755
6.30957344,580.579523,562.609182,562.609198,4677.38327,4403.65352,4403.65378
6.60693448,569.150661,550.652552,550.652569,4591.36673,4309.78395,4309.78422
6.91830971,557.911881,538.881979,538.881997,4506.87259,4217.39444,4217.39472
7.2443596,546.868341,527.302307,527.302326,4423.9417,4126.5221,4126.52239
7.58577575,536.024209,515.917379,515.917398,4342.60708,4037.19614,4037.19644
7.94328235,525.382755,504.730139,504.730159,4262.89465,3949.43871,3949.43902
8.31763771,514.946446,493.742728,493.742749,4184.82394,3863.26562,3863.26594
8.7096359,504.717027,482.956567,482.956589,4108.40876,3778.68704,3778.68737
9.12010839,494.6956,472.372441,472.372463,4033.65778,3695.70815,3695.70849
9.54992586,484.882694,461.990564,461.990587,3960.5751,3614.32967,3614.33003
10,475.278332,451.810652,451.810676,3889.16074,3534.54845,3534.54883
10.4712855,465.882084,441.83198,441.832006,3819.41109,3456.35789,3456.35828
10.964782,456.693126,432.053437,432.053463,3751.31933,3379.74838,3379.74879
11.4815362,447.710287,422.473573,422.473601,3684.87582,3304.70773,3304.70815
12.0226443,438.93209,413.090648,413.090676,3620.06844,3231.22146,3231.2219
12.5892541,430.356795,403.902667,403.902697,3556.88284,3159.27316,3159.27362
13.1825674,421.98243,394.907419,394.90745,3495.30279,3088.84477,3088.84524
13.8038426,413.806826,386.102508,386.10254,3435.31038,3019.91678,3019.91728
14.4543977,405.827644,377.485383,377.485416,3376.88626,2952.46854,2952.46906
15.1356125,398.042402,369.05336,369.053394,3320.00984,2886.4784,2886.47893
15.8489319,390.448493,360.80365,360.803686,3264.65942,2821.92388,2821.92444
16.5958691,383.04321,352.733376,352.733414,3210.81242,2758.78189,2758.78248
17.3780083,375.823762,344.839593,344.839633,3158.44546,2697.02881,2697.02943
18.1970086,368.787287,337.1193,337.119342,3107.53454,2636.64066,2636.64131
19.0546072,361.930871,329.569461,329.569505,3058.05507,2577.59317,2577.59385
19.9526231,355.251554,322.187011,322.187057,3009.98205,2519.8619,2519.86262
20.8929613,348.746349,314.968869,314.968918,2963.29012,2463.42231,2463.42307
21.8776162,342.412241,307.911952,307.912004,2917.95361,2408.24987,2408.25067
22.9086765,336.246203,301.013175,301.01323,2873.94668,2354.32007,2354.32092
23.9883292,330.245203,294.269467,294.269525,2831.24329,2301.60852,2301.60942
25.1188643,324.406204,287.677771,287.677833,2789.81733,2250.09099,2250.09194
26.3026799,318.726174,281.235053,281.235119,2749.64263,2199.74342,2199.74444
27.542287,313.202092,274.938306,274.938376,2710.69301,2150.54201,2150.5431
28.840315,307.830948,268.784554,268.784629,2672.9423,2102.46322,2102.46438
30.1995172,302.609747,262.770855,262.770935,2636.36441,2055.48378,2055.48502
31.6227766,297.535514,256.894304,256.894391,2600.93332,2009.58075,2009.58209
33.1131121,292.605294,251.152039,251.152132,2566.62313,1964.73153,1964.73296
34.673685,287.816156,245.541236,245.541336,2533.40809,1920.91383,1920.91537
36.3078055,283.165193,240.059119,240.059227,2501.26259,1878.10575,1878.10742
38.0189396,278.649525,234.702953,234.70307,2470.16121,1836.28576,1836.28756
39.8107171,274.266296,229.470052,229.470179,2440.07873,1795.43268,1795.43464
41.6869383,270.01268,224.357777,224.357915,2410.99013,1755.52573,1755.52786
43.6515832,265.88588,219.363537,219.363686,2382.87062,1716.54453,1716.54684
45.708819,261.883127,214.484787,214.48495,2355.69567,1678.46905,1678.47157
47.8630092,258.001679,209.719032,209.71921,2329.44097,1641.27969,1641.28244
50.1187234,254.238829,205.063827,205.064021,2304.08253,1604.9572,1604.96021
52.480746,250.591894,200.516772,200.516986,2279.59658,1569.48276,1569.48606
54.9540874,247.058225,196.075519,196.075753,2255.95967,1534.8379,1534.84152
57.5439937,243.635201,191.737765,191.738022,2233.14866,1501.00455,1501.00853
60.2559586,240.320233,187.501256,187.501539,2211.1407,1467.96504,1467.96942
63.0957344,237.11076,183.363786,183.364098,2189.91326,1435.70204,1435.70687
66.0693448,234.004252,179.323195,179.32354,2169.44415,1404.19862,1404.20394
69.1830971,230.998212,175.377369,175.37775,2149.71151,1373.4382,1373.44408
72.443596,228.090171,171.52424,171.524661,2130.69381,1343.40458,1343.41109
75.8577575,225.27769,167.761786,167.762252,2112.3699,1314.08192,1314.08911
79.4328235,222.558362,164.088027,164.088543,2094.71897,1285.45471,1285.46268
83.1763771,219.929813,160.501029,160.501602,2077.72058,1257.50781,1257.51665
87.096359,217.389696,156.998901,156.999536,2061.35467,1230.22641,1230.23622
91.2010839,214.935698,153.579792,153.580497,2045.60153,1203.59604,1203.60693
95.4992586,212.565537,150.241895,150.242679,2030.44186,1177.60255,1177.61466
100,210.276965,146.983442,146.984315,2015.85675,1152.23214,1152.24561
104.712855,208.067762,143.802708,143.803679,2001.82765,1127.47131,1127.4863
109.64782,205.935744,140.698004,140.699086,1988.33643,1103.30686,1103.32355
114.815362,203.878759,137.667682,137.668887,1975.36536,1079.72593,1079.74452
120.226443,201.894687,134.71013,134.711473,1962.89708,1056.71592,1056.73664
125.892541,199.981444,131.823775,131.825273,1950.91466,1034.26456,1034.28767
131.825674,198.136979,129.007078,129.00875,1939.40156,1012.35986,1012.38563
138.038426,196.359274,126.258539,126.260405,1928.34165,990.990095,991.01886
144.543977,194.646348,123.57669,123.578774,1917.7192,970.143845,970.175958
151.356125,192.996253,120.9601,120.962427,1907.51886,949.809949,949.845811
158.489319,191.407079,118.407368,118.409968,1897.72572,929.977517,930.017579
165.958691,189.87695,115.917129,115.920036,1888.32523,910.635923,910.68069
173.780083,188.404025,113.48805,113.491299,1879.30326,891.7748,891.824837
181.970086,186.986503,111.118828,111.122462,1870.64605,873.384034,873.439976
190.546072,185.622616,108.808192,108.812257,1862.34027,855.453763,855.516321
199.526231,184.310636,106.554901,106.559449,1854.37293,837.974369,838.044342
208.929613,183.048869,104.357746,104.362835,1846.73144,820.936479,821.014762
218.776162,181.83566,102.215544,102.221241,1839.40358,804.330956,804.418556
229.086765,180.669391,100.127142,100.133521,1832.37751,788.148903,788.246949
239.883292,179.548482,98.0914174,98.0985607,1825.64175,772.381653,772.491415
251.188643,178.471388,96.1072728,96.115274,1819.18516,757.020776,757.143678
263.026799,177.436604,94.1736393,94.1826037,1812.99698,742.058069,742.195713
275.42287,176.44266,92.2894753,92.2995211,1807.06676,727.485558,727.639747
288.40315,175.488125,90.4537657,90.4650261,1801.38443,713.295501,713.468264
301.995172,174.571603,88.665522,88.6781473,1795.94021,699.480385,699.674006
316.227766,173.691736,86.9237822,86.9379415,1790.72467,686.032928,686.249982
331.131121,172.847201,85.2276102,85.2434948,1785.72867,672.946082,673.189472
346.73685,172.036712,83.5760964,83.5939221,1780.94341,660.213037,660.486038
363.078055,171.259019,81.968357,81.9883679,1776.36035,647.827224,648.133537
380.189396,170.512906,80.4035349,80.4260073,1771.97128,635.78232,636.126133
398.107171,169.797193,78.880799,78.906046,1767.76824,624.072261,624.45831
416.869383,169.110733,77.3993455,77.4277225,1763.74357,612.691242,613.124902
436.515832,168.452413,75.9583977,75.9903085,1759.88986,601.633738,602.121107
457.08819,167.821155,74.5572072,74.5931114,1756.19997,590.894513,591.442523
478.630092,167.215912,73.1950542,73.2354759,1752.667,580.468633,581.085181
501.187234,166.635668,71.8712491,71.916787,1749.2843,570.351494,571.045588
524.80746,166.079439,70.5851335,70.6364729,1746.04545,560.538837,561.320775
549.540874,165.546272,69.3360822,69.3940093,1742.94425,551.026784,551.908363
575.439937,165.035245,68.1235049,68.188924,1739.97472,541.811862,542.806629
602.559586,164.545461,66.9468487,67.0208027,1737.13108,532.891051,534.014605
630.957344,164.076056,65.8056017,65.8892967,1734.40778,524.261825,525.532173
660.693448,163.626189,64.6992956,64.7941312,1731.79941,515.922211,517.360208
691.830971,163.195049,63.6275111,63.7351167,1729.30078,507.870852,509.500731
724.43596,162.781848,62.5898828,62.7121626,1726.90686,500.107092,501.957106
758.577575,162.385825,61.5861055,61.7252937,1724.61277,492.631065,494.734288
794.328235,162.00624,60.6159424,60.7746722,1722.41381,485.443814,487.839125
831.763771,161.642379,59.6792348,59.8606238,1720.30541,478.547429,481.280732
870.96359,161.293547,58.7759133,58.9836722,1718.28314,471.945216,475.070978
912.010839,160.959073,57.906013,58.1445822,1716.34269,465.641899,469.225086
954.992586,160.638302,57.0696907,57.3444163,1714.47988,459.643877,463.762417
1000,160.3306,56.2672478,56.5846071,1712.69063,453.95953,458.707468
1047.12855,160.035352,55.4991572,55.8670537,1710.97096,448.599608,454.091191
1096.4782,159.751956,54.7660991,55.1942491,1709.31698,443.57771,449.95271
1148.15362,159.479829,54.0690046,54.5694509,1707.72486,438.91089,446.341619
1202.26443,159.218399,53.4091125,53.9969142,1706.19087,434.62042,443.321069
1258.92541,158.967111,52.7880418,53.4822119,1704.7113,430.732775,440.971976
1318.25674,158.725417,52.2078861,53.0326817,1703.28252,427.280884,439.398826
1380.38426,158.492782,51.6713378,52.6580608,1701.90089,424.30577,438.7378
1445.43977,158.268681,51.1818516,52.3713995,1700.56282,421.858698,439.168311
1513.56125,158.052595,50.7438644,52.1904022,1699.26473,420.004013,440.929657
1584.89319,157.844012,50.3630934,52.1394288,1698.003,418.822951,444.345448
1659.58691,157.642424,50.0469443,52.2525394,1696.77403,418.418809,449.860047
1737.80083,157.447325,49.8050813,52.5782161,1695.57414,418.924035,458.09388
1819.70086,157.258213,49.6502302,53.1868092,1694.39963,420.510104,469.928639
1905.46072,157.074583,49.5993321,54.1824274,1693.24672,423.401478,486.639864
1995.26231,156.895929,49.6752265,55.7219288,1692.11153,427.895635,510.102627
2089.29613,156.72174,49.9091517,58.0442995,1690.99008,434.392318,543.098549
2187.76162,156.551498,50.344529,61.5104879,1689.87825,443.437007,589.707963
2290.86765,156.384677,51.0427989,66.6296942,1688.7718,455.786742,655.48967
2398.83292,156.220739,52.0925884,73.932781,1687.66627,472.511586,745.858156
2511.88643,156.059133,53.6243235,83.1500736,1686.55703,495.153401,856.634012
2630.26799,155.899291,55.8336563,90.8036345,1685.43922,525.975815,947.177471
2754.2287,155.740627,59.0183296,89.9073938,1684.3077,568.350074,937.905044
2884.0315,155.582529,63.6310293,80.0277792,1683.15707,627.29341,823.727596
3019.95172,155.424364,70.3278168,68.5178154,1681.9816,709.914706,688.163094
3162.27766,155.265466,79.8674537,59.4640451,1680.77518,824.140175,578.969161
3311.31121,155.105138,92.2166425,53.1009243,1679.53134,968.580331,500.298973
3467.3685,154.942645,103.425696,48.6950524,1678.24315,1097.84108,444.650709
3630.78055,154.777213,103.987636,45.5852041,1676.9032,1104.98359,404.779091
3801.89396,154.608019,92.0252103,43.3222689,1675.50357,968.885485,375.55167
3981.07171,154.434194,77.2969406,41.6203008,1674.03574,798.999352,353.574696
4168.69383,154.254809,65.5722647,40.2984445,1672.49059,661.130857,336.625172
4365.15832,154.068879,57.2807454,39.2407796,1670.8583,561.402326,323.232469
4570.8819,153.875349,51.5125626,38.3714671,1669.12829,490.428895,312.407391
4786.30092,153.673094,47.4331583,37.6397519,1667.28922,439.210689,303.471998
5011.87234,153.46091,44.4706978,37.0108819,1665.32884,401.416782,295.95276
5248.0746,153.237511,42.2568638,36.4605298,1663.234,372.861496,289.51273
5495.40874,153.001516,40.5555505,35.971302,1660.99053,350.787549,283.907825
5754.39937,152.75145,39.2133172,35.530509,1658.58318,333.353247,278.958168
6025.59586,152.485732,38.1284409,35.1287125,1655.99557,319.304918,274.528991
6309.57344,152.20267,37.2320119,34.7587607,1653.21011,307.77208,270.517688
6606.93448,151.900455,36.4763339,34.4151353,1650.20791,298.138576,266.844906
6918.30971,151.577154,35.8277017,34.0935022,1646.96873,289.960234,263.448313
7244.3596,151.230703,35.2618224,33.7903974,1643.47092,282.911298,260.278184
7585.77575,150.858902,34.7608552,33.5030038,1639.69133,276.748936,257.294233
7943.28235,150.459411,34.3114625,33.228991,1635.6053,271.2893,254.463301
8317.63771,150.029744,33.9035011,32.966398,1631.1866,266.391109,251.757667
8709.6359,149.56727,33.5291295,32.7135477,1626.40737,261.944215,249.153782
9120.10839,149.069206,33.1821883,32.4689826,1621.23818,257.861526,246.631327
9549.92586,148.532624,32.8577641,32.2314171,1615.64795,254.073215,244.172499
10000,147.954451,32.5518781,31.9997012,1609.60407,250.522529,241.761465
10471.2855,147.331473,32.2612612,31.7727939,1603.07239,247.162716,239.383953
10964.782,146.660348,31.9831894,31.5497422,1596.01736,243.954746,237.026935
11481.5362,145.937614,31.715363,31.3296664,1588.40213,240.865613,234.678384
12022.6443,145.15971,31.4558165,31.1117488,1580.18874,237.867063,232.327102
12589.2541,144.322993,31.2028519,30.8952262,1571.33838,234.934625,229.962584
13182.5674,143.423766,30.9549882,30.6793846,1561.81158,232.046884,227.574924
13803.8426,142.458312,30.7109248,30.4635566,1551.56865,229.184933,225.154763
14454.3977,141.422924,30.4695133,30.2471204,1540.56999,226.331951,222.69325
15135.6125,140.313955,30.2297382,30.0295004,1528.77658,223.472902,220.182036
15848.9319,139.127863,29.9907019,29.8101696,1516.15049,220.594308,217.613287
16595.8691,137.861264,29.7516158,29.5886521,1502.65546,217.684088,214.979709
17378.0083,136.510995,29.5117937,29.3645279,1488.25751,214.731453,212.274596
18197.0086,135.074174,29.2706485,29.1374371,1472.92564,211.726843,209.491881
19054.6072,133.548268,29.027691,28.9070852,1456.63249,208.661887,206.626203
19952.6231,131.931162,28.7825295,28.6732488,1439.35511,205.529403,203.672975
20892.9613,130.221229,28.5348713,28.4357803,1421.07568,202.323401,200.62846
21877.6162,128.417394,28.2845233,28.1946132,1401.78218,199.039104,197.489845
22908.6765,126.519205,28.0313939,27.9497657,1381.46911,195.672978,194.255309
23988.3292,124.526883,27.7754933,27.7013445,1360.13802,192.222753,190.924087
25118.8643,122.441377,27.5169334,27.4495461,1337.79809,188.687447,187.496517
26302.6799,120.264401,27.2559262,27.1946571,1314.46645,185.067377,183.974084
27542.287,117.99846,26.9927811,26.9370525,1290.16845,181.364157,180.359434
28840.315,115.646862,26.7278997,26.6771925,1264.93773,177.580678,176.656376
30199.5172,113.213714,26.4617697,26.4156162,1238.81615,173.721073,172.869855
31622.7766,110.703902,26.1949557,26.1529347,1211.85347,169.790655,169.005913
33113.1121,108.12305,25.9280897,25.8898208,1184.10694,165.795839,165.071612
34673.685,105.477472,25.6618584,25.626998,1155.64062,161.744042,161.074952
36307.8055,102.7741,25.3969901,25.3652277,1126.5246,157.643564,157.024751
38018.9396,100.020405,25.1342406,25.1052951,1096.83406,153.50345,152.930523
39810.7171,97.2243058,24.8743783,24.847995,1066.64822,149.333346,148.802336
41686.9383,94.3940721,24.618169,24.5941172,1036.04921,145.143342,144.650656
43651.5832,91.5382224,24.3663614,24.344432,1005.12088,140.94381,140.486198
45708.819,88.6654214,24.1196738,24.0996768,973.947655,136.745247,136.319765
47863.0092,85.7843805,23.8787808,23.8605439,942.613354,132.558118,132.162101
50118.7234,82.9037626,23.6443033,23.6276699,911.200127,128.392711,128.023745
52480.746,80.0320959,23.4167986,23.4016265,879.787454,124.259005,123.914901
54954.0874,77.1776954,23.1967544,23.1829141,848.451265,120.166552,119.845325
57543.9937,74.3485965,22.9845829,22.9719568,817.263205,116.124371,115.824223
60255.9586,71.5524998,22.780619,22.7691,786.290041,112.140874,111.860171
63095.7344,68.7967265,22.5851188,22.5746095,755.593222,108.223794,107.961055
66069.3448,66.0881855,22.3982611,22.3886728,725.2286,104.380145,104.134024
69183.0971,63.43335,22.2201504,22.2114021,695.246304,100.616192,100.385466
72443.596,60.8382433,22.0508201,22.0428382,665.690765,96.937437,96.7209942
75857.7575,58.3084309,21.8902388,21.8829561,636.600877,93.3486272,93.145456
79432.8235,55.8490182,21.7383153,21.7316706,608.010285,89.8537651,89.6629446
83176.3771,53.4646521,21.5949059,21.5888434,579.947795,86.4561369,86.2768277
87096.359,51.1595237,21.4598208,21.4542895,552.437882,83.1583461,82.9897825
91201.0839,48.9373719,21.3328312,21.3277847,525.501281,79.962354,79.8038371
95499.2586,46.801485,21.2136759,21.2090718,499.155649,76.8695257,76.7204164
100000,44.7547012,21.1020681,21.0978677,473.416279,73.8806779,73.7403916
104712.855,42.799405,20.9977011,20.9938691,448.296837,70.9961291,70.86413
109647.82,40.9375208,20.9002543,20.8967585,423.810099,68.2157499,68.0915465
114815.362,39.1705039,20.8093983,20.8062092,399.968663,65.5390125,65.4221532
120226.443,37.499328,20.7247988,20.7218897,376.785591,62.9650389,62.8551079
125892.541,35.9244717,20.6461216,20.6434679,354.274958,60.4926464,60.3892607
131825.674,34.4459051,20.573035,20.5706144,332.452251,58.1203909,58.0231966
138038.426,33.0630778,20.5052134,20.5030053,311.334597,55.8466072,55.755277
144543.977,31.7749114,20.442339,20.4403249,290.94078,53.6694462,53.5836765
151356.125,30.579798,20.3841043,20.3822672,271.291018,51.5869082,51.506417
158489.319,29.4756072,20.3302131,20.3285375,252.406502,49.5968736,49.521398
165958.691,28.4597037,20.280382,20.2788538,234.308716,47.6971301,47.6264247
173780.083,27.5289765,20.2343409,20.232947,217.018545,45.8853968,45.8192315
181970.086,26.6798809,20.1918335,20.1905622,200.555262,44.159345,44.0975035
190546.072,25.9084916,20.1526177,20.1514582,184.935439,42.5166163,42.4588949
199526.231,25.2105675,20.1164658,20.1154083,170.171892,40.9548383,40.9010439
208929.613,24.5816242,20.0831639,20.0821994,156.272731,39.4716372,39.4215864
218776.162,24.0170116,20.0525123,20.0516327,143.240594,38.0646484,38.018166
229086.765,23.5119938,20.0243249,20.0235226,131.072145,36.7315247,36.6884431
239883.292,23.0618265,19.9984286,19.9976969,119.757849,35.4699427,35.4301004
251188.643,22.6618297,19.9746633,19.973996,109.28204,34.2776074,34.2408483
263026.799,22.3074522,19.9528809,19.9522723,99.6232704,33.1522547,33.1184273
275422.87,21.9943261,19.9329455,19.9323904,90.7548808,32.0916531,32.0606097
288403.15,21.7183106,19.914732,19.9142258,82.6457493,31.0936033,31.0651995
301995.172,21.4755235,19.8981264,19.8976647,75.2611428,30.1559374,30.1300316
316227.766,21.262363,19.8830249,19.8826038,68.563609,29.2765171,29.2529698
331131.121,21.0755184,19.8693334,19.8689494,62.5138483,28.4532301,28.4319042
346736.85,20.9119728,19.8569672,19.8566169,57.0715175,27.6839878,27.664748
363078.055,20.7689978,19.8458506,19.8455311,52.1959302,26.9667213,26.9494339
380189.396,20.6441437,19.8359163,19.8356249,47.8466336,26.2993776,26.2839112
398107.171,20.5352247,19.8271054,19.8268396,43.9838544,25.6799168,25.666142
416869.383,20.4403018,19.8193667,19.8191243,40.5688214,25.1063085,25.0940983
436515.832,20.3576636,19.8126569,19.8124358,37.563982,24.5765302,24.5657603
457088.19,20.2858071,19.80694,19.8067383,34.9331371,24.0885653,24.0791148
478630.092,20.2234179,19.802187,19.802003,32.6415265,23.6404034,23.6321551
501187.234,20.1693513,19.7983765,19.7982087,30.6558927,23.2300408,23.2228818
524807.46,20.1226144,19.7954938,19.7953407,28.9445493,22.8554833,22.8493053
549540.874,20.0823492,19.7935314,19.7933917,27.4774683,22.5147491,22.5094494
575439.937,20.0478178,19.7924887,19.7923612,26.2263899,22.2058745,22.2013559
602559.586,20.0183877,19.7923723,19.792256,25.1649462,21.9269197,21.9230913
630957.344,19.9935203,19.7931962,19.79309,24.2687806,21.675976,21.6727532
660693.448,19.9727591,19.7949815,19.7948846,23.5156458,21.451174,21.448479
691830.971,19.9557206,19.7977573,19.7976689,22.8854593,21.2506923,21.2484539
724435.96,19.9420853,19.8015606,19.80148,22.3603092,21.0727659,21.0709197
758577.575,19.9315909,19.8064369,19.8063632,21.9244047,20.9156956,20.9141838
794328.235,19.9240261,19.8124403,19.8123731,21.5639785,20.777856,20.7766272
831763.771,19.9192249,19.8196344,19.819573,21.2671494,20.6577036,20.6567125
870963.59,19.9170624,19.8280929,19.8280369,21.0237586,20.5537837,20.5529907
912010.839,19.9174513,19.8379001,19.8378489,20.8251921,20.4647362,20.4641069
954992.586,19.9203387,19.8491516,19.8491048,20.6641999,20.3893002,20.3888054
1000000,19.9257038,19.8619556,19.8619129,20.5347207,20.3263181,20.3259327
